date,open,high,low,close,volume
19910403,49.0,49.0,49.0,49.0,1.0
19910404,48.76,48.76,48.76,48.76,3.0
19910405,48.52,48.52,48.52,48.52,2.0
19910408,48.04,48.04,48.04,48.04,2.0
19910409,47.8,47.8,47.8,47.8,4.0
19910410,47.56,47.56,47.56,47.56,15.000000000000002
19910411,47.56,47.56,47.56,47.56,0.0
19910412,47.08,47.08,47.08,47.08,8.0
19910416,46.38,46.38,46.38,46.38,2.0
19910417,46.15,46.15,46.15,46.15,1.0
19910418,45.92,45.92,45.92,45.92,4.0
19910419,45.69,45.69,45.69,45.69,2.0
19910422,45.46,45.46,45.46,45.46,0.0
19910423,45.0,45.0,45.0,45.0,28.0
19910424,44.78,44.78,44.78,44.78,16.0
19910425,44.56,44.56,44.56,44.56,15.000000000000002
19910426,44.34,44.34,44.34,44.34,8.0
19910429,43.9,43.9,43.9,43.9,4.0
19910430,43.68,43.68,43.68,43.68,2.0
19910502,61.26,61.26,61.26,61.26,1.4188703885079987
19910503,60.95,60.95,60.95,60.95,2.128301886792453
19910506,60.64,60.64,60.64,60.64,0.0
19910507,60.03,60.03,60.03,60.03,1.4189571880726304
19910508,59.73,59.73,59.73,59.73,77.33835593504102
19910509,59.44,59.44,59.44,59.44,10.641823687752357
19910510,59.14,59.14,59.14,59.14,14.190057490700035
19910513,58.55,58.55,58.55,58.55,13.4801024765158
19910514,58.25,58.25,58.25,58.25,39.02403433476395
19910515,57.96,57.96,57.96,57.96,274.5590062111801
19910516,57.66,57.66,57.66,57.66,349.78546652792227
19910517,57.38,57.38,57.38,57.38,297.27239456256535
19910520,56.82,56.82,56.82,56.82,36.18109820485744
19910521,56.53,56.53,56.53,56.53,44.70068989916858
19910522,56.25,56.25,56.25,56.25,30.508977777777776
19910523,55.97,55.97,55.97,55.97,12.061282830087547
19910524,55.69,55.69,55.69,55.69,2.1283892978990844
19910527,55.13,55.13,55.13,55.13,3.5470705604933794
19910528,54.84,54.84,54.84,54.84,2.1285557986870893
19910529,54.58,54.58,54.58,54.58,25.53902528398681
19910530,54.31,54.31,54.31,54.31,9.932240839624379
19910531,54.04,54.04,54.04,54.04,0.7094744633604738
19910603,53.5,53.5,53.5,53.5,4.966728971962618
19910604,53.24,53.24,53.24,53.24,0.7094290007513149
19910605,53.24,53.24,53.24,53.24,0.0
19910606,52.7,52.7,52.7,52.7,2.8379506641366223
19910607,52.43,52.43,52.43,52.43,0.7095174518405494
19910610,51.9,51.9,51.9,51.9,10.641618497109826
19910611,51.64,51.64,51.64,51.64,8.5143299767622
19910612,51.39,51.39,51.39,51.39,10.642148277875073
19910613,51.14,51.14,51.14,51.14,24.12045365662886
19910614,50.88,50.88,50.88,50.88,4.966588050314465
19910617,50.38,50.38,50.38,50.38,3.547042477173482
19910618,50.12,50.12,50.12,50.12,7.094972067039107
19910619,49.87,49.87,49.87,49.87,40.43833968317626
19910620,49.61,49.61,49.61,49.61,21.286031042128602
19910621,49.36,49.36,49.36,49.36,1.4189627228525123
19910624,48.87,48.87,48.87,48.87,17.73582975240434
19910625,48.63,48.63,48.63,48.63,8.51326341764343
19910626,48.39,48.39,48.39,48.39,2.8377764000826615
19910627,48.15,48.15,48.15,48.15,2.837798546209761
19910628,47.91,47.91,47.91,47.91,1.4189104571070759
19910701,47.43,47.43,47.43,47.43,1.4189331646637149
19910702,47.19,47.19,47.19,47.19,1.4189446916719644
19910703,47.19,47.19,47.19,47.19,0.0
19910704,46.71,46.71,46.71,46.71,7.804324555769643
19910705,46.47,46.47,46.47,46.47,1.418979987088444
19910708,46.02,46.02,46.02,46.02,6.385267275097783
19910709,46.02,46.02,46.02,46.02,0.0
19910710,45.57,45.57,45.57,45.57,4.256747860434496
19910711,45.34,45.34,45.34,45.34,0.7095280105866784
19910712,45.34,45.34,45.34,45.34,0.0
19910715,44.67,44.67,44.67,44.67,2.8376986792030445
19910716,44.67,44.67,44.67,44.67,0.0
19910717,44.67,44.67,44.67,44.67,0.0
19910718,44.67,44.67,44.67,44.67,0.0
19910719,43.76,43.76,43.76,43.76,0.7095521023765997
19910722,43.54,43.54,43.54,43.54,0.0
19910723,43.54,43.54,43.54,43.54,0.0
19910724,42.9,42.9,42.9,42.9,1.4191142191142192
19910725,42.9,42.9,42.9,42.9,0.0
19910726,42.48,42.48,42.48,42.48,2.128531073446328
19910729,42.06,42.06,42.06,42.06,4.966238706609605
19910730,41.85,41.85,41.85,41.85,4.966069295101553
19910731,41.64,41.64,41.64,41.64,0.7094140249759846
19910801,41.42,41.42,41.42,41.42,4.966924191211975
19910802,41.21,41.21,41.21,41.21,0.7095365202620723
19910805,41.21,41.21,41.21,41.21,0.0
19910806,41.21,41.21,41.21,41.21,0.0
19910807,41.21,41.21,41.21,41.21,0.0
19910808,41.21,41.21,41.21,41.21,0.0
19910809,41.21,41.21,41.21,41.21,0.0
19910812,41.21,41.21,41.21,41.21,0.0
19910813,41.21,41.21,41.21,41.21,0.0
19910814,41.21,41.21,41.21,41.21,0.0
19910815,41.21,41.21,41.21,41.21,0.0
19910816,41.21,41.21,41.21,41.21,0.0
19910817,21.1423,22.2699,20.7899,22.2699,232.70872343387265
19910819,22.5518,22.9746,22.2699,22.9746,2199.3854082334406
19910820,22.9746,22.9746,22.1289,22.1994,1396.963431444093
19910821,22.1994,22.1994,21.5652,21.9175,2434.2215124900194
19910822,21.9175,21.9175,21.0014,21.0014,2015.6227680059426
19910823,21.0014,21.3537,20.1557,21.1423,3108.2237977892664
19910826,21.988,21.988,21.5652,21.7061,1966.6729628998303
19910827,21.6356,21.7061,21.2833,21.4242,1479.261769400958
19910828,21.4947,21.4947,21.1423,21.2833,1730.413046848938
19910829,21.2128,21.3537,21.1423,21.2833,1628.9579153608697
19910830,21.1423,21.2833,21.1423,21.2128,1597.0333949313622
19910902,21.1423,21.1423,20.649,21.1423,1643.1514073681672
19910903,21.1423,21.1423,20.7195,21.1423,2039.0402179516893
19910904,20.8604,20.9309,20.7195,20.9309,1138.0017103899017
19910905,20.7195,20.7195,20.1557,20.5785,3433.875160968973
19910906,20.1557,20.1557,19.0281,19.31,2317.8612118073534
19910909,19.31,19.5919,19.31,19.5919,4467.575885952869
19910910,19.31,19.6623,19.31,19.6623,3004.6459468119197
19910911,19.5214,20.2966,19.5214,20.2966,3212.518352827567
19910912,20.2261,20.4376,20.1557,20.3671,2500.198850106299
19910913,20.2966,20.4376,20.1557,20.4376,5338.811797862762
19910916,20.1557,20.2261,19.8738,20.1557,1589.2278611013262
19910917,20.0147,20.0852,19.8738,20.0852,2134.818174576305
19910918,19.8738,20.0147,19.7328,20.0147,1858.8337571884663
19910919,19.8738,19.9442,19.7328,19.9442,2465.441080614916
19910920,19.8033,19.8738,19.8033,19.8738,1660.175708722036
19910923,19.8033,19.8738,19.8033,19.8738,1474.2927874890559
19910924,19.8033,19.8738,19.8033,19.8738,994.6864716360234
19910925,19.8033,20.0147,19.8033,20.0147,1255.7770039021318
19910926,19.8738,20.1557,19.8738,20.1557,508.6948108971656
19910927,20.1557,20.5785,20.1557,20.4376,1047.1875366970683
19910930,20.5785,20.5785,20.5785,20.5785,0.0
19911003,20.649,22.6927,20.649,22.1994,1283.4468499148625
19911004,22.3404,22.3404,21.6356,21.988,2788.9576132435873
19911007,22.5518,24.3841,22.5518,24.3137,2896.7927547020813
19911008,26.3574,30.163,26.2165,30.163,4621.542949971819
19911009,30.304,36.999,30.304,36.5762,4594.577894915273
19911010,36.6467,39.2542,28.965,31.0087,4334.202981743833
19911011,30.7268,33.8277,25.3003,33.8277,6077.386284021674
19911014,34.3915,35.3781,34.321,34.8848,4600.9651768105305
19911015,34.8143,34.8143,32.4182,32.841,2561.219207697695
19911016,32.841,32.841,31.1497,32.4182,2776.8969282686885
19911017,32.4182,34.2505,32.4182,34.2505,2981.2294711026116
19911018,34.321,35.0962,33.8277,34.0391,3445.226225135212
19911021,33.8277,34.3915,33.6163,33.6867,2523.616145244265
19911022,33.8277,33.8277,32.9115,33.1229,2366.112266739929
19911023,33.1229,33.6867,32.7706,33.6163,2293.7399416354565
19911024,33.6867,34.2505,33.5458,33.8277,2786.828545836696
19911025,33.8277,33.8277,33.6163,33.8277,2539.2208160767655
19911028,33.8277,35.2372,33.7572,35.0962,3230.9651757170286
19911029,35.2372,36.7876,35.2372,36.1533,3472.1892607313853
19911030,36.0829,36.6467,35.9419,36.2943,2686.792416440047
19911031,36.2238,38.1971,36.2238,37.9152,3162.1434147782415
19911101,38.0561,41.5799,38.0561,40.5228,4122.06214772918
19911104,40.8751,44.6103,40.8046,44.4693,4806.005491428919
19911105,44.5398,45.9493,44.2579,44.2579,6711.660517105421
19911106,44.2579,44.3988,40.8751,42.1437,4426.429098536672
19911107,42.3551,44.3988,42.2846,42.5665,5443.11606545053
19911108,42.7075,43.1303,41.8618,42.9894,4036.925381605698
19911109,42.9894,45.6674,42.9894,45.5264,3534.621670063962
19911111,45.5264,45.5264,45.5264,45.5264,
19911112,45.8083,50.6006,45.8083,50.5301,4425.014991064732
19911113,50.6006,52.0101,50.6006,51.3758,5466.528015135531
19911114,51.5167,52.4329,51.3053,51.5167,3251.540762510021
19911115,51.3758,52.4329,50.2482,50.3187,4742.149538839438
19911116,50.3187,50.3187,48.2749,48.6273,2466.1455602100054
19911118,49.1206,49.1206,41.3684,41.6503,2945.0460140743285
19911119,41.4389,45.8083,40.8751,45.8083,4092.271487918128
19911120,45.8083,47.9226,45.8083,47.6407,3332.415350740018
19911121,47.6407,47.6407,43.6941,44.9626,2325.6706685111626
19911122,45.0331,45.8083,43.6941,45.2445,2921.632463614362
19911125,45.0331,45.0331,40.5932,40.5932,1755.959126159061
19911126,43.6941,43.6941,40.5932,40.5932,2527.871663234236
19911127,40.5932,42.2846,39.959,42.2846,3228.125606012591
19911128,42.2846,42.7075,40.5932,40.9456,3064.944707123598
19911129,40.8751,40.8751,38.6904,39.2542,2172.422314045376
19911202,38.9018,38.9018,37.7743,38.1266,2912.4089218550826
19911203,38.0561,40.2409,38.0561,39.8885,1665.853566817504
19911204,39.8885,40.1704,39.4656,39.4656,1721.9046460715153
19911205,39.4656,39.4656,37.9152,38.0561,893.9434151161049
19911206,38.0561,38.9018,38.0561,38.7609,1130.9076930618226
19911209,39.4656,39.7475,39.1837,39.5361,1024.4864819747017
19911210,39.4656,40.1704,39.4656,40.1704,1292.668233326031
19911211,40.1704,40.5932,39.7475,39.959,1432.4344953577415
19911212,39.959,39.959,39.0428,39.3247,750.627468232434
19911213,39.1837,39.1837,38.1971,38.4085,918.0650116510669
19911216,38.6199,39.1837,38.6199,38.9018,710.1882175117861
19911217,38.9723,39.1837,38.7609,38.8314,647.7528494980866
19911218,38.9018,39.0428,38.6199,38.9723,879.0435771047642
19911219,38.9018,39.1837,38.7609,38.9723,715.8635748980687
19911220,38.9018,39.1837,38.7609,38.7609,715.8631507524335
19911223,39.0428,39.3247,38.9018,39.1837,901.0379315889004
19911224,39.3247,41.298,38.0561,40.9456,744.9518385369856
19911225,41.0865,42.2846,41.0161,41.298,1609.80434887888
19911226,41.298,41.298,39.4656,39.4656,1360.7800210816508
19911227,39.4656,40.1704,39.4656,40.0999,1493.4513552402875
19911230,41.298,41.4389,40.5932,40.5932,751.3376624656346
19911231,40.5932,41.3684,40.5932,41.3684,538.494358012396
19920102,41.3684,41.4389,40.8751,41.0865,1338.0769839241598
19920103,41.157,41.3684,40.8751,41.0161,1569.3642252676389
19920106,41.0161,42.0027,40.9456,41.8618,1868.7634072113478
19920107,41.8618,42.5665,41.6503,42.1437,2079.47807145552
19920108,42.0027,42.5665,41.6503,41.7913,1367.8732176314209
19920109,41.8618,42.0027,41.298,41.8618,1089.0477714766207
19920110,41.7913,42.0027,41.5799,42.0027,1081.9542553216818
19920113,42.0027,42.0027,41.7208,41.7913,959.923476895909
19920114,41.7913,41.7913,40.8751,41.157,504.43909905969826
19920115,41.157,41.4389,40.8751,41.0161,1564.3978827826145
19920116,40.8751,40.8751,40.2409,40.7342,899.6175204128225
19920117,40.7342,40.7342,39.959,40.5932,810.9338509898209
19920120,40.5932,41.5799,40.5932,41.5094,769.7834707319306
19920121,41.5799,42.0027,41.157,41.298,1118.1364714998306
19920122,41.2275,41.298,40.5932,40.8046,1129.4903025639267
19920123,40.8046,41.298,40.8046,41.157,1047.8995067667713
19920124,41.2275,41.8618,40.9456,41.7208,1650.9558781231424
19920127,41.6503,41.7208,41.298,41.4389,1824.068689081998
19920128,41.4389,41.5799,41.3684,41.5799,1657.339243240123
19920129,41.5799,42.3551,41.5799,42.2846,1509.0600360414903
19920130,42.2141,42.7779,42.2141,42.5665,1230.9445221007131
19920131,42.7075,43.976,42.7075,43.9055,1614.0631583742354
19920203,43.9055,45.1036,43.9055,45.1036,1580.7163951436248
19920207,45.1036,46.0902,44.9626,45.5969,521.4663716173687
19920210,45.5264,45.8083,43.5531,44.5398,1166.3815284307518
19920211,44.2579,44.8217,44.2579,44.6103,1390.5757190603963
19920212,44.6103,45.1036,44.3988,44.8922,963.4702687772041
19920213,44.9626,45.1741,44.8217,45.1036,1285.5736570916733
19920214,45.1036,45.2445,44.8217,44.8217,1365.0352396272342
19920217,44.6807,44.8217,43.835,44.0465,1104.6564426231369
19920218,43.976,44.0465,43.2713,43.6941,1387.0293700980224
19920219,43.6941,43.976,43.4122,43.7646,1380.6432596207894
19920220,43.6941,45.1036,43.6941,44.8217,919.4831967551432
19920221,44.8217,44.9626,44.5398,44.6103,1213.2063671394274
19920224,44.6103,44.6103,42.9894,43.835,996.8176114976617
19920225,43.976,43.976,43.4122,43.6236,873.367855931193
19920226,43.6941,43.6941,42.9894,43.0598,1006.7499152341628
19920227,43.2713,43.6941,42.9894,43.6941,1442.3686493142095
19920228,43.6941,44.7512,43.6941,44.4693,1656.6316537476418
19920302,44.6807,45.1036,44.5398,44.6807,2225.634334287511
19920303,44.8217,44.8922,44.4693,44.6807,2234.8575559469746
19920304,44.8217,44.9626,44.4693,44.7512,1623.286079479433
19920305,44.6807,45.1036,44.6103,45.0331,1939.003755015755
19920306,45.1036,45.5264,44.8922,45.2445,3022.3784106355465
19920309,45.456,46.3721,45.456,45.6674,2493.8139679508795
19920310,45.8083,45.8083,44.9626,45.2445,1620.4488943407487
19920311,45.1036,45.3855,45.1036,45.315,1942.5510316672185
19920312,45.2445,45.456,45.1036,45.456,1855.2831309398098
19920313,45.5264,45.5264,45.315,45.5264,2249.0467069656283
19920316,45.7379,46.3721,45.5969,46.2312,3483.5349287926765
19920317,46.3721,46.5131,46.2312,46.3016,2203.6409108972475
19920318,46.3016,46.4426,46.1607,46.3721,4298.7291927689275
19920319,46.3721,46.3721,45.7379,45.9493,1621.8658390878643
19920320,46.1607,46.1607,45.3855,45.7379,1818.3902190524707
19920323,30.304,31.0792,30.304,30.8678,3451.606528485995
19920324,31.0087,31.1497,30.7973,31.1497,4594.573944532372
19920325,31.1497,32.841,31.0087,32.6296,4719.451050579841
19920326,32.841,34.6734,32.6296,34.1096,6494.558716607641
19920327,34.1096,34.2505,33.1229,33.6867,5188.418574689714
19920330,33.6867,35.5191,33.5458,35.0962,5514.067049994015
19920331,35.3076,37.0695,35.3076,36.7171,6266.115788011581
19920401,37.14,38.1266,37.14,37.9152,5650.99221420433
19920402,37.9152,38.1971,36.6467,36.7171,4642.828545827421
19920403,36.9286,36.9286,35.66,36.5762,4422.1748021937765
19920406,36.7876,39.0428,36.7876,38.7609,4580.389000255412
19920407,38.9723,40.1704,38.0561,39.4656,6190.201086515852
19920408,39.6771,42.1437,39.6771,40.8046,9331.775093984501
19920409,40.8751,41.7208,40.0294,41.157,6462.638190344292
19920410,41.3684,42.0027,40.8751,41.7208,5445.955015244195
19920413,41.9322,47.6407,41.9322,46.4426,5256.52202934375
19920414,46.654,48.6273,45.3855,45.8083,7472.226648882407
19920415,46.0198,47.2178,42.5665,43.1303,5896.471853893899
19920416,43.3417,46.5131,43.3417,46.3016,6510.886232873162
19920417,46.5131,46.654,44.9626,45.1036,6891.866724607348
19920420,45.315,45.5264,43.6941,44.4693,4251.90299824823
19920421,44.6807,44.9626,43.6941,44.3988,4680.430552177086
19920422,44.6103,46.654,44.3988,46.2312,4452.681306130924
19920423,46.4426,48.0635,46.4426,47.0064,6046.879786582253
19920424,47.2178,48.3454,47.2178,47.9226,6373.235175053106
19920427,48.134,49.1911,47.2178,47.6407,6063.193865749243
19920428,47.8521,48.6273,47.2178,48.6273,6828.016361179832
19920429,48.8387,50.7415,48.8387,50.7415,6574.0271769656
19920430,50.953,54.5471,50.953,54.2652,5719.107273169545
19920503,54.4767,60.1851,54.4767,58.0004,5994.378487044916
19920504,58.2118,61.7355,57.648,61.4536,8132.041084655741
19920505,61.2422,67.0874,61.2422,66.1754,7665.911350743631
