date,reward,terminated,truncated,portfolio_value,position,drawdown,current_step,prev_close,open_price,close_price,prev_position,delta_position
19910614,-0.05167793128375022,False,False,948322.0687162498,0.0,0.05167793128375022,50,51.14,50.88,50.88,0.0,0.0
19910617,-0.05167793128375022,False,False,948322.0687162498,0.7095108032226562,0.05167793128375022,51,50.88,50.38,50.38,0.0,0.7095108032226562
19910618,-0.05881196154450737,False,False,944849.6662609292,0.0,0.05515033373907081,52,50.38,50.12,50.12,0.7095108032226562,-0.7095108032226562
19910619,-0.05515033373907081,False,False,944849.6662609292,1.0,0.05515033373907081,53,50.12,49.87,49.87,0.0,1.0
19910620,-0.06528991491468421,False,False,939923.6403289492,0.0,0.0600763596710508,54,49.87,49.61,49.61,1.0,-1.0
19910621,-0.0600763596710508,False,False,939923.6403289492,0.6520815491676331,0.0600763596710508,55,49.61,49.36,49.36,0.0,0.6520815491676331
19910624,-0.072633983702651,False,False,933839.273167125,1.0,0.06616072683287505,56,49.36,48.87,48.87,0.6520815491676331,0.34791845083236694
19910625,-0.0756577889478761,False,False,929253.1993885265,1.0,0.07074680061147351,57,48.87,48.63,48.63,1.0,0.0
19910626,-0.08026809955972047,False,False,924667.1256099279,1.0,0.07533287439007207,58,48.63,48.39,48.39,1.0,0.0
19910627,-0.0848786505865256,False,False,920081.0518313294,0.21027794480323792,0.07991894816867064,59,48.39,48.15,48.15,1.0,-0.7897220551967621
19910628,-0.08193141270417088,False,False,919116.7016624496,0.0,0.08088329833755037,60,48.15,47.91,47.91,0.21027794480323792,-0.21027794480323792
19910701,-0.08088329833755037,False,False,919116.7016624496,0.0,0.08088329833755037,61,47.91,47.43,47.43,0.0,0.0
19910702,-0.08088329833755037,False,False,919116.7016624496,0.7285056710243225,0.08088329833755037,62,47.43,47.19,47.19,0.0,0.7285056710243225
19910703,-0.08088329833755037,False,False,919116.7016624496,1.0,0.08088329833755037,63,47.19,47.19,47.19,0.7285056710243225,0.2714943289756775
19910704,-0.10040387508681858,False,False,909767.7714484642,0.0,0.09023222855153575,64,47.19,46.71,46.71,1.0,-1.0
19910705,-0.09023222855153575,False,False,909767.7714484642,1.0,0.09023222855153575,65,46.71,46.47,46.47,0.0,1.0
19910708,-0.10872578347195323,False,False,900957.883409906,0.0,0.09904211659009406,66,46.47,46.02,46.02,1.0,-1.0
19910709,-0.09904211659009406,False,False,900957.883409906,0.45640984177589417,0.09904211659009406,67,46.02,46.02,46.02,0.0,0.45640984177589417
19910710,-0.10752597467473962,False,False,896936.9638041642,0.0,0.1030630361958358,68,46.02,45.57,45.57,0.45640984177589417,-0.45640984177589417
19910711,-0.1030630361958358,False,False,896936.9638041642,0.0,0.1030630361958358,69,45.57,45.34,45.34,0.0,0.0
19910712,-0.1030630361958358,False,False,896936.9638041642,0.0,0.1030630361958358,70,45.34,45.34,45.34,0.0,0.0
19910715,-0.1030630361958358,False,False,896936.9638041642,0.2442854940891266,0.1030630361958358,71,45.34,44.67,44.67,0.0,0.2442854940891266
19910716,-0.1030630361958358,False,False,896936.9638041642,0.0,0.1030630361958358,72,44.67,44.67,44.67,0.2442854940891266,-0.2442854940891266
19910717,-0.1030630361958358,False,False,896936.9638041642,0.0,0.1030630361958358,73,44.67,44.67,44.67,0.0,0.0
19910718,-0.1030630361958358,False,False,896936.9638041642,0.0,0.1030630361958358,74,44.67,44.67,44.67,0.0,0.0
19910719,-0.1030630361958358,False,False,896936.9638041642,0.0,0.1030630361958358,75,44.67,43.76,43.76,0.0,0.0
19910722,-0.1030630361958358,False,False,896936.9638041642,0.0,0.1030630361958358,76,43.76,43.54,43.54,0.0,0.0
19910723,-0.1030630361958358,False,False,896936.9638041642,0.023422017693519592,0.1030630361958358,77,43.54,43.54,43.54,0.0,0.023422017693519592
19910724,-0.10371611975860595,False,False,896628.1634596727,0.0,0.10337183654032729,78,43.54,42.9,42.9,0.023422017693519592,-0.023422017693519592
19910725,-0.10337183654032729,False,False,896628.1634596727,0.1422501802444458,0.10337183654032729,79,42.9,42.9,42.9,0.0,0.1422501802444458
19910726,-0.10601319302530883,False,False,895379.4660819795,0.0,0.10462053391802055,80,42.9,42.48,42.48,0.1422501802444458,-0.1422501802444458
19910729,-0.10462053391802055,False,False,895379.4660819795,0.0,0.10462053391802055,81,42.48,42.06,42.06,0.0,0.0
19910730,-0.10462053391802055,False,False,895379.4660819795,0.0,0.10462053391802055,82,42.06,41.85,41.85,0.0,0.0
19910731,-0.10462053391802055,False,False,895379.4660819795,0.0,0.10462053391802055,83,41.85,41.64,41.64,0.0,0.0
19910801,-0.10462053391802055,False,False,895379.4660819795,0.4375579059123993,0.10462053391802055,84,41.64,41.42,41.42,0.0,0.4375579059123993
19910802,-0.10882529096095933,False,False,893393.1339603735,0.0,0.10660686603962653,85,41.42,41.21,41.21,0.4375579059123993,-0.4375579059123993
19910805,-0.10660686603962653,False,False,893393.1339603735,0.0,0.10660686603962653,86,41.21,41.21,41.21,0.0,0.0
19910806,-0.10660686603962653,False,False,893393.1339603735,0.7599422335624695,0.10660686603962653,87,41.21,41.21,41.21,0.0,0.7599422335624695
19910807,-0.10660686603962653,False,False,893393.1339603735,0.0,0.10660686603962653,88,41.21,41.21,41.21,0.7599422335624695,-0.7599422335624695
19910808,-0.10660686603962653,False,False,893393.1339603735,0.035924460738897324,0.10660686603962653,89,41.21,41.21,41.21,0.0,0.035924460738897324
19910809,-0.10660686603962653,False,False,893393.1339603735,0.5253604650497437,0.10660686603962653,90,41.21,41.21,41.21,0.035924460738897324,0.48943600431084633
19910812,-0.10660686603962653,False,False,893393.1339603735,0.8123029470443726,0.10660686603962653,91,41.21,41.21,41.21,0.5253604650497437,0.2869424819946289
19910813,-0.10660686603962653,False,False,893393.1339603735,1.0,0.10660686603962653,92,41.21,41.21,41.21,0.8123029470443726,0.18769705295562744
19910814,-0.10660686603962653,False,False,893393.1339603735,0.0,0.10660686603962653,93,41.21,41.21,41.21,1.0,-1.0
19910815,-0.10660686603962653,False,False,893393.1339603735,0.4965314567089081,0.10660686603962653,94,41.21,41.21,41.21,0.0,0.4965314567089081
19910816,-0.10660686603962653,False,False,893393.1339603735,0.0,0.10660686603962653,95,41.21,41.21,41.21,0.4965314567089081,-0.4965314567089081
19910817,-0.10660686603962653,False,False,893393.1339603735,0.0,0.10660686603962653,96,41.21,21.1423,22.2699,0.0,0.0
19910819,-0.10327703331952802,False,False,894964.3077625886,0.09380540251731873,0.1050356922374114,97,22.2699,22.5518,22.9746,0.0,0.09380540251731873
19910820,-0.1050356922374114,False,False,894964.3077625886,0.0,0.1050356922374114,98,22.9746,22.9746,22.1994,0.09380540251731873,-0.09380540251731873
19910821,-0.1290989749548846,False,False,883599.5664471353,1.0,0.11640043355286471,99,22.1994,22.1994,21.9175,0.0,1.0
19910822,-0.19513046949775897,False,False,846667.1807816981,1.0,0.1533328192183019,100,21.9175,21.9175,21.0014,1.0,0.0
19910823,-0.14942042087405608,False,False,848460.9524535461,0.31578513979911804,0.1515390475464539,101,21.0014,21.0014,21.1423,1.0,-0.684214860200882
19910826,-0.132283114673988,False,False,857299.6066451145,0.16007812321186066,0.14270039335488552,102,21.1423,21.988,21.7061,0.31578513979911804,-0.15570701658725739
19910827,-0.1436566114073995,False,False,856858.2317816545,0.0,0.14314176821834548,103,21.7061,21.6356,21.4242,0.16007812321186066,-0.16007812321186066
19910828,-0.14314176821834548,False,False,856858.2317816545,0.0,0.14314176821834548,104,21.4242,21.4947,21.2833,0.0,0.0
19910829,-0.14187541067695303,False,False,857442.599971508,0.2052043080329895,0.142557400028492,105,21.2833,21.2128,21.2833,0.0,0.2052043080329895
19910830,-0.14509094016105795,False,False,856273.0536079042,0.0,0.14372694639209577,106,21.2833,21.1423,21.2128,0.2052043080329895,-0.2052043080329895
19910902,-0.14372694639209577,False,False,856273.0536079042,1.0,0.14372694639209577,107,21.2128,21.1423,21.1423,0.0,1.0
19910903,-0.14372694639209577,False,False,856273.0536079042,0.0700075626373291,0.14372694639209577,108,21.1423,21.1423,21.1423,1.0,-0.9299924373626709
19910904,-0.14546552741097393,False,False,855471.0702600955,0.0,0.14452892973990447,109,21.1423,20.8604,20.9309,0.0700075626373291,-0.0700075626373291
19910905,-0.15354359479767898,False,False,851314.829136956,0.7139298915863037,0.14868517086304398,110,20.9309,20.7195,20.5785,0.0,0.7139298915863037
19910906,-0.17470122917535977,False,False,839351.5175011436,0.0,0.16064848249885638,111,20.5785,20.1557,19.31,0.7139298915863037,-0.7139298915863037
19910909,-0.16064848249885638,False,False,839351.5175011436,0.0,0.16064848249885638,112,19.31,19.31,19.5919,0.0,0.0
19910910,-0.14411973584288268,False,False,846894.0826150329,0.4925437569618225,0.1531059173849671,113,19.5919,19.31,19.6623,0.0,0.4925437569618225
19910911,-0.15988351554207098,False,False,843786.212040524,0.0,0.156213787959476,114,19.6623,19.5214,20.2966,0.4925437569618225,-0.4925437569618225
19910912,-0.15482377682299722,False,False,844422.3336385078,0.10814358294010162,0.15557766636149226,115,20.2966,20.2261,20.3671,0.0,0.10814358294010162
19910913,-0.15245848932725184,False,False,845850.3703209138,0.2976944148540497,0.15414962967908616,116,20.3671,20.2966,20.4376,0.10814358294010162,0.18955083191394806
19910916,-0.1617289866294835,False,False,842377.1733671578,0.36968496441841125,0.1576228266328422,117,20.4376,20.1557,20.1557,0.2976944148540497,0.07199054956436157
19910917,-0.15591465612479669,False,False,843158.1881696625,1.0,0.15684181183033752,118,20.1557,20.0147,20.0852,0.36968496441841125,0.6303150355815887
19910918,-0.16331138406591197,False,False,840198.6631330205,1.0,0.15980133686697948,119,20.0852,19.8738,20.0147,1.0,0.0
19910919,-0.172801904792789,False,False,834262.8584777567,0.0,0.16573714152224328,120,20.0147,19.8738,19.9442,1.0,-1.0
19910920,-0.16026037368117113,False,False,836753.8122541984,0.8387088179588318,0.16324618774580163,121,19.9442,19.8033,19.8738,0.0,0.8387088179588318
19910923,-0.1621915261670977,False,False,837234.275172381,1.0,0.16276572482761903,122,19.8738,19.8033,19.8738,0.8387088179588318,0.1612911820411682
19910924,-0.1693063022263178,False,False,834253.710498834,0.0,0.16574628950116596,123,19.8738,19.8033,19.8738,1.0,-1.0
19910925,-0.16574628950116596,False,False,834253.710498834,0.0,0.16574628950116596,124,19.8738,19.8033,20.0147,0.0,0.0
19910926,-0.15042608091157184,False,False,841221.6347223643,0.5888316035270691,0.15877836527763575,125,20.0147,19.8738,20.1557,0.0,0.5888316035270691
19910927,-0.15697829004349392,False,False,842044.0572936243,0.06990164518356323,0.15795594270637572,126,20.1557,20.1557,20.4376,0.5888316035270691,-0.5189299583435059
19910930,-0.15706823802804484,False,False,842449.84913452,1.0,0.15755015086547997,127,20.4376,20.5785,20.5785,0.06990164518356323,0.9300983548164368
19911003,-0.03305063759710555,False,False,899376.5525775105,0.8509145379066467,0.10062344742248952,128,20.5785,20.649,22.1994,1.0,-0.14908546209335327
19911004,-0.09051999790959678,False,False,904160.6516439727,0.0,0.09583934835602727,129,22.1994,22.3404,21.988,0.8509145379066467,-0.8509145379066467
19911007,0.052926632724485945,False,False,974799.8313161726,1.0,0.02520016868382739,130,21.988,22.5518,24.3137,0.0,1.0
19911008,0.11547164727300085,False,False,1087361.5735996945,0.13353127241134644,0.0,131,24.3137,26.3574,30.163,1.0,-0.8664687275886536
19911009,0.09336266385939924,False,False,1188880.54668931,0.44743967056274414,0.0,132,30.163,30.304,36.5762,0.13353127241134644,0.3139083981513977
19911010,-0.11574339427594407,False,False,1120078.0117580798,0.38090628385543823,0.05787169713797202,133,36.5762,36.6467,31.0087,0.44743967056274414,-0.06653338670730591
19911011,0.02454751069625275,False,False,1167611.401959743,0.4582895040512085,0.017890060350298158,134,31.0087,30.7268,33.8277,0.38090628385543823,0.07738322019577026
19911014,0.02209144675970191,False,False,1193405.6270821576,1.0,0.0,135,33.8277,34.3915,34.8848,0.4582895040512085,0.5417104959487915
19911015,-0.00381277854024281,False,False,1191130.5313997858,0.0,0.0019063892701213557,136,34.8848,34.8143,32.841,1.0,-1.0
19911016,-0.014362570263912775,False,False,1183704.9846653028,0.48422864079475403,0.008128537520451153,137,32.841,32.841,32.4182,0.0,0.48422864079475403
19911017,-0.008128537520451153,False,False,1183704.9846653028,0.0,0.008128537520451153,138,32.4182,32.4182,34.2505,0.48422864079475403,-0.48422864079475403
19911018,-0.02448903299765138,False,False,1173982.4697275925,1.0,0.016275402858669408,139,34.2505,34.321,34.0391,0.0,1.0
19911021,-0.028543982631462284,False,False,1166721.8360678249,0.0,0.022359364166544018,140,34.0391,33.8277,33.6867,1.0,-1.0
19911022,-0.05449194252564068,False,False,1147765.0144181126,0.7798386812210083,0.038244006587797856,141,33.6867,33.8277,33.1229,0.0,0.7798386812210083
19911023,-0.038244006587797856,False,False,1147765.0144181126,0.0,0.038244006587797856,142,33.1229,33.1229,33.6163,0.7798386812210083,-0.7798386812210083
19911024,-0.038244006587797856,False,False,1147765.0144181126,0.0,0.038244006587797856,143,33.6163,33.6867,33.8277,0.0,0.0
19911025,-0.038244006587797856,False,False,1147765.0144181126,0.0,0.038244006587797856,144,33.8277,33.8277,33.8277,0.0,0.0
19911028,0.03174504809850627,False,False,1188713.5261753832,0.9514087438583374,0.003931689947068922,145,33.8277,33.8277,35.0962,0.0,0.9514087438583374
19911029,0.02103729216064944,False,False,1213720.8399208505,0.6583408713340759,0.0,146,35.0962,35.2372,36.1533,0.9514087438583374,-0.2930678725242615
19911030,-0.002578947598010967,False,False,1212155.7786984656,0.0,0.0012894737990055258,147,36.1533,36.0829,36.2943,0.6583408713340759,-0.6583408713340759
19911031,0.03990020600189493,False,False,1260521.0439749216,0.8545211553573608,0.0,148,36.2943,36.2238,37.9152,0.0,0.8545211553573608
19911101,0.003381392830016622,False,False,1264783.3607951035,0.0,0.0,149,37.9152,38.0561,40.5228,0.8545211553573608,-0.8545211553573608
19911104,0.0,False,False,1264783.3607951035,0.0,0.0,150,40.5228,40.8751,44.4693,0.0,0.0
19911105,0.0,False,False,1264783.3607951035,0.0,0.0,151,44.4693,44.5398,44.2579,0.0,0.0
19911106,-0.07956878304695086,False,False,1214464.724376854,0.8328320980072021,0.03978439152347541,152,44.2579,44.2579,42.1437,0.0,0.8328320980072021
19911107,-0.02177076733803583,False,False,1225625.18603056,1.0,0.030960381025195362,153,42.1437,42.3551,42.5665,0.8328320980072021,0.16716790199279785
19911108,-0.02439495580065332,False,False,1229711.8232087335,0.0,0.027729284455736646,154,42.5665,42.7075,42.9894,1.0,-1.0
19911109,-0.027729284455736646,False,False,1229711.8232087335,0.0,0.027729284455736646,155,42.9894,42.9894,45.5264,0.0,0.0
19911111,-0.027729284455736646,False,False,1229711.8232087335,0.0,0.027729284455736646,156,45.5264,45.5264,45.5264,0.0,0.0
19911112,-0.027729284455736646,False,False,1229711.8232087335,0.0,0.027729284455736646,157,45.5264,45.8083,50.5301,0.0,0.0
19911113,-0.02038861570604153,False,False,1234288.734015457,0.24294669926166534,0.024110553415626842,158,50.5301,50.6006,51.3758,0.0,0.24294669926166534
19911114,-0.022794037723048843,False,False,1235111.1284517008,0.3311696946620941,0.023460327881566455,159,51.3758,51.5167,51.5167,0.24294669926166534,0.08822299540042877
19911115,-0.02521376378786165,False,False,1234015.4316481194,0.0,0.02432663972400928,160,51.5167,51.3758,50.3187,0.3311696946620941,-0.3311696946620941
19911116,-0.02432663972400928,False,False,1234015.4316481194,0.0,0.02432663972400928,161,50.3187,50.3187,48.6273,0.0,0.0
19911118,-0.1868784535733646,False,False,1132484.7582252235,0.5410062670707703,0.10460178926350733,162,48.6273,49.1206,41.6503,0.0,0.5410062670707703
19911119,-0.11035520249551314,False,False,1129047.1413929875,0.0,0.10731973839123383,163,41.6503,41.4389,45.8083,0.5410062670707703,-0.5410062670707703
19911120,-0.10731973839123383,False,False,1129047.1413929875,0.0,0.10731973839123383,164,45.8083,45.8083,47.6407,0.0,0.0
19911121,-0.12640237479671512,False,False,1117663.7099065,0.17935457825660706,0.11632003981782062,165,47.6407,47.6407,44.9626,0.0,0.17935457825660706
19911122,-0.11578781976476361,False,False,1117979.4976472843,0.0,0.11607036248131161,166,44.9626,45.0331,45.2445,0.17935457825660706,-0.17935457825660706
19911125,-0.15417391046121798,False,False,1095367.7267080778,0.2051442712545395,0.1339483419362213,167,45.2445,45.0331,40.5932,0.0,0.2051442712545395
19911126,-0.16004355056075797,False,False,1080049.9035248277,0.4021923243999481,0.1460593671584543,168,40.5932,43.6941,40.5932,0.2051442712545395,0.19704805314540863
19911127,-0.1392445968794096,False,False,1084019.9831768093,0.0882190465927124,0.14292042670822114,169,40.5932,40.5932,42.2846,0.4021923243999481,-0.3139732778072357
19911128,-0.1699901409392002,False,False,1068218.7694930828,0.46031466126441956,0.15541364426114113,170,42.2846,42.2846,40.9456,0.0882190465927124,0.37209561467170715
19911129,-0.15681763091586357,False,False,1067405.7065036346,0.0,0.15605649189390652,171,40.9456,40.8751,39.2542,0.46031466126441956,-0.46031466126441956
19911202,-0.18486604714536645,False,False,1050728.6860081288,0.7840520143508911,0.16924216543488493,172,39.2542,38.9018,38.1266,0.0,0.7840520143508911
19911203,-0.11328460679105642,False,False,1082844.4639422537,0.6663523316383362,0.1438498500948607,173,38.1266,38.0561,39.8885,0.7840520143508911,-0.11769968271255493
19911204,-0.1438498500948607,False,False,1082844.4639422537,0.0,0.1438498500948607,174,39.8885,39.8885,39.4656,0.6663523316383362,-0.6663523316383362
19911205,-0.21014159876436767,False,False,1044171.0554060448,1.0,0.17442695107118675,175,39.4656,39.4656,38.0561,0.0,1.0
19911206,-0.17442695107118675,False,False,1044171.0554060448,0.0,0.17442695107118675,176,38.0561,38.0561,38.7609,1.0,-1.0
19911209,-0.17270606639189673,False,False,1045155.3479671454,0.5276939868927002,0.17364872090813196,177,38.7609,39.4656,39.5361,0.0,0.5276939868927002
19911210,-0.17539796008483072,False,False,1044154.3211103025,0.0,0.174440182029358,178,39.5361,39.4656,40.1704,0.5276939868927002,-0.5276939868927002
19911211,-0.18404733917788005,False,False,1038659.3739979332,1.0,0.17878475777465783,179,40.1704,40.1704,39.959,0.0,1.0
19911212,-0.1826339548015118,False,False,1036464.1339836768,0.13314619660377502,0.1805204226183797,180,39.959,39.959,39.3247,1.0,-0.866853803396225
19911213,-0.20056400545275396,False,False,1025046.3335408403,0.5331729054450989,0.18954789783410259,181,39.3247,39.1837,38.4085,0.13314619660377502,0.40002670884132385
19911216,-0.17394869023029047,False,False,1033878.3322119461,0.7754387855529785,0.18256488481790223,182,38.4085,38.6199,38.9018,0.5331729054450989,0.24226588010787964
19911217,-0.1865908232163662,False,False,1031588.109885866,1.0,0.18437564735405731,183,38.9018,38.9723,38.8314,0.7754387855529785,0.22456121444702148
19911218,-0.1810780171671885,False,False,1033461.7331860918,0.0,0.18289426852009805,184,38.8314,38.9018,38.9723,1.0,-1.0
19911219,-0.18289426852009805,False,False,1033461.7331860918,0.0,0.18289426852009805,185,38.9723,38.9018,38.9723,0.0,0.0
19911220,-0.18289426852009805,False,False,1033461.7331860918,0.0,0.18289426852009805,186,38.9723,38.9018,38.7609,0.0,0.0
19911223,-0.17633658829312862,False,False,1037191.351917482,1.0,0.1799454483134141,187,38.7609,39.0428,39.1837,0.0,1.0
19911224,-0.09810646642511392,False,False,1083828.791540167,1.0,0.1430715922299766,188,39.1837,39.3247,40.9456,1.0,0.0
19911225,-0.1366487273333908,False,False,1087577.6091413002,0.0,0.14010759245156676,189,40.9456,41.0865,41.298,1.0,-1.0
19911226,-0.14010759245156676,False,False,1087577.6091413002,0.0,0.14010759245156676,190,41.298,41.298,39.4656,0.0,0.0
19911227,-0.13841279781298818,False,False,1088568.6453397006,0.05669610947370529,0.13932403043682187,191,39.4656,39.4656,40.0999,0.0,0.05669610947370529
19911230,-0.1679805832223046,False,False,1071803.4345474518,1.0,0.15257943156868797,192,40.0999,41.298,40.5932,0.05669610947370529,0.9433038905262947
19911231,-0.15257943156868797,False,False,1071803.4345474518,0.0,0.15257943156868797,193,40.5932,40.5932,41.3684,1.0,-1.0
19920102,-0.16516845744933087,False,False,1064499.758596752,1.0,0.15835407739112217,194,41.3684,41.3684,41.0865,0.0,1.0
19920103,-0.1552048301446807,False,False,1066320.0720959124,0.0,0.15691484791073432,195,41.0865,41.157,41.0161,1.0,-1.0
19920106,-0.11891276791966016,False,False,1088306.2405754002,1.0,0.1395315005636707,196,41.0161,41.0161,41.8618,0.0,1.0
19920107,-0.13914233948209484,False,False,1088533.8856195363,0.031062034890055656,0.1393515131830706,197,41.8618,41.8618,42.1437,1.0,-0.9689379651099443
19920108,-0.1395439062247044,False,False,1088421.3300526682,0.0,0.13944050515620765,198,42.1437,42.0027,41.7913,0.031062034890055656,-0.031062034890055656
19920109,-0.13944050515620765,False,False,1088421.3300526682,0.7015008330345154,0.13944050515620765,199,41.7913,41.8618,41.8618,0.0,0.7015008330345154
19920110,-0.1416497014148724,False,False,1087128.9573352856,0.0,0.1404623186599607,200,41.8618,41.7913,42.0027,0.7015008330345154,-0.7015008330345154
19920113,-0.1404623186599607,False,False,1087128.9573352856,0.0,0.1404623186599607,201,42.0027,42.0027,41.7913,0.0,0.0
19920114,-0.1404623186599607,False,False,1087128.9573352856,0.0,0.1404623186599607,202,41.7913,41.7913,41.157,0.0,0.0
19920115,-0.14682840120486923,False,False,1083407.1974866928,1.0,0.14340492524695211,203,41.157,41.157,41.0161,0.0,1.0
19920116,-0.14976529416541035,False,False,1079695.6345516006,0.0,0.14633946965205796,204,41.0161,40.8751,40.7342,1.0,-1.0
19920117,-0.15275585035375472,False,False,1075958.3061034717,1.0,0.1492943855404038,205,40.7342,40.7342,40.5932,0.0,1.0
19920120,-0.1492943855404038,False,False,1075958.3061034717,0.0,0.1492943855404038,206,40.5932,40.5932,41.5094,1.0,-1.0
19920121,-0.16066264368834673,False,False,1069349.0584280766,0.9060349464416504,0.15451998217636856,207,41.5094,41.5799,41.298,0.0,0.9060349464416504
19920122,-0.1573450996925178,False,False,1067712.0660322416,0.0,0.15581426896616782,208,41.298,41.2275,40.8046,0.9060349464416504,-0.9060349464416504
19920123,-0.1497756601352631,False,False,1071208.1865163706,0.3791451156139374,0.15305006397067258,209,40.8046,40.8046,41.157,0.0,0.3791451156139374
19920124,-0.15183619552465194,False,False,1071912.2152457724,0.0,0.1524934241924902,210,41.157,41.2275,41.7208,0.3791451156139374,-0.3791451156139374
19920127,-0.15272549400888155,False,False,1071777.569732605,0.02474832534790039,0.15259988156482843,211,41.7208,41.6503,41.4389,0.0,0.02474832534790039
19920128,-0.15259988156482843,False,False,1071777.569732605,0.0,0.15259988156482843,212,41.4389,41.4389,41.5799,0.02474832534790039,-0.02474832534790039
19920129,-0.12434778475554427,False,False,1088168.1520195398,0.9023372530937195,0.1396406801750893,213,41.5799,41.5799,42.2846,0.0,0.9023372530937195
19920130,-0.1269327153202023,False,False,1095601.341126993,1.0,0.13376363487400283,214,42.2846,42.2141,42.5665,0.9023372530937195,0.09766274690628052
19920131,-0.09538359355506068,False,False,1118132.9054707752,0.6117401719093323,0.11594907070261959,215,42.5665,42.7075,43.9055,1.0,-0.3882598280906677
19920203,-0.09171944052030881,False,False,1132512.5309750247,0.4712810814380646,0.1045798307600497,216,43.9055,43.9055,45.1036,0.6117401719093323,-0.1404590904712677
19920207,-0.1045798307600497,False,False,1132512.5309750247,0.0,0.1045798307600497,217,45.1036,45.1036,45.5969,0.4712810814380646,-0.4712810814380646
19920210,-0.1045798307600497,False,False,1132512.5309750247,0.0,0.1045798307600497,218,45.5969,45.5264,44.5398,0.0,0.0
